REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
TOTAL AUTOS AREA 4,2018-10-14,LATA,NO RETORNABLE,1,401-500,2.69,92.375,34.3401487,62,80,91.8,48.2,69.78, 19.94 ,5746.099,970.908,0.022791357999999998,0.001877652,-0.034079733,-0.007986171,0.024411274,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2018-02-04,LATA,NO RETORNABLE,6,251-400,1.287,42.21100000000001,32.7979798,17,16,95.8,42.8,76.97, 4.29 ,5873.379,1013.632,-0.0033037120000000003,-0.016339829,0.078592859,0.000998393,0.00333553,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2018-02-18,BOTELLA,RETORNABLE,1,0-250,0.0,0.018000000000000002,0.0,0,0,93.3,38.2,67.74, 1.59 ,5351.353,612.035,0.006824425,0.0030613940000000003,0.055959975999999995,-0.020427063,0.004249893,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-01-28,BOTELLA,NO RETORNABLE,6,251-400,1.486,59.791000000000004,40.23620458,45,68,93.0,33.4,62.45, 0.49 ,4789.1579999999985,619.0409999999998,-0.02659789,0.00602145,0.072340352,0.001563921,0.003651002,0,0,0,0,0,0,1.024252745,-0.046198099000000006,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2019-05-19,LATA,NO RETORNABLE,1,401-500,5.992000000000001,194.47799999999998,32.45627503,63,67,99.0,51.8,75.62, 6.19 ,7513.475,912.091,0.0021077789999999997,0.034351734,-0.026601213999999998,0.070977616,0.026130797999999997,0,0,0,0,0,0,1.067368735,0.05913808900000001,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2018-07-08,BOTELLA,NO RETORNABLE,6,251-400,4.573,184.36599999999999,40.3162038,64,76,76.0,42.8,62.52, 3.83 ,7596.274,1137.8139999999999,0.008293967,-0.07455019,-0.10724222300000001,-0.034007582,-0.033675136,0,0,0,0,0,0,1.040421241,0.038618211,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-10-21,LATA,NO RETORNABLE,1,401-500,2.528,86.725,34.30577532,60,74,93.0,44.7,69.74, 9.29 ,5034.818,622.776,0.027088026,0.002263591,-0.037362822999999996,-0.011556236999999999,0.021530933999999998,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2018-02-11,LATA,NO RETORNABLE,6,251-400,1.431,48.043,33.57302586,16,17,97.9,44.6,77.81, 1.40 ,5053.971,1035.413,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2018-04-29,BOTELLA,RETORNABLE,1,0-250,0.0,0.018000000000000002,0.0,0,0,96.3,45.3,73.12, 21.90 ,6347.847,859.416,0.04385645,-0.052423029,0.049200905,-0.022055078,-0.031212507,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-02-04,BOTELLA,NO RETORNABLE,6,251-400,2.603,105.439,40.50672301,53,71,92.6,38.0,66.1, 5.54 ,5873.379,697.946,-0.0033037120000000003,-0.016339829,0.078592859,0.000998393,0.00333553,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2019-05-26,LATA,NO RETORNABLE,1,401-500,5.6670000000000025,183.82299999999998,32.43744486,63,75,101.9,56.3,76.46, 2.59 ,6892.71,728.6160000000001,0.002519461,0.040089355,-0.030016881000000002,0.074443466,0.029076314,0,0,0,0,0,0,1.067368735,0.05913808900000001,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 4,2018-10-28,LATA,NO RETORNABLE,1,401-500,2.331,79.457,34.08708709,58,76,92.2,46.4,68.27, 11.24 ,5483.4619999999995,665.2180000000002,0.024229197999999997,-0.011934037,-0.056819787000000004,-0.01889164,0.019019912,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2019-12-08,LATA,NO RETORNABLE,6,251-400,14.833,448.605,30.24371334,61,66,93.2,31.3,64.3, -   ,6347.913000000001,850.03,-0.014479043999999996,-0.005634138,-0.11018840699999999,0.007714233000000002,-0.033937485,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2018-02-18,LATA,NO RETORNABLE,6,251-400,6.35,186.267,29.33338583,17,20,99.4,48.2,78.64, 2.27 ,5351.353,1089.897,0.006824425,0.0030613940000000003,0.055959975999999995,-0.020427063,0.004249893,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 4,2018-06-03,BOTELLA,RETORNABLE,1,0-250,0.0,0.018000000000000002,0.0,0,0,97.7,48.8,74.61, 22.64 ,7599.726,1006.5110000000001,0.021538521,0.000854861,0.013189989,-0.021082392999999998,-0.026080982000000003,0,0,0,0,0,0,1.037726492,0.033881833,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 4,2018-02-11,BOTELLA,NO RETORNABLE,6,251-400,1.86,75.37,40.52150538,51,75,93.6,36.0,66.83, 0.02 ,5053.971,702.1310000000003,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2019-06-02,LATA,NO RETORNABLE,1,401-500,5.655,183.637,32.47338638,65,78,95.6,55.4,75.16, 20.23 ,6887.6669999999995,700.635,-0.004379339,0.035864692000000004,-0.076353763,0.07296865400000001,0.028821713,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2019-03-31,LATA,NO RETORNABLE,4,401-500,61.283,1692.366,27.615586699999998,79,84,81.4,37.4,64.54, -   ,7322.72,1253.7,-0.016281513,0.06814368900000001,-0.006878068,0.06663785400000001,0.030539687000000006,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-11-04,LATA,NO RETORNABLE,1,401-500,3.529,120.934,34.26863134,62,73,96.8,41.5,68.25, 3.76 ,6260.547,951.6080000000001,0.025568325,0.003029277,-0.054455973,-0.002120612,0.017209658,0,0,1,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2018-11-18,BOTELLA,RETORNABLE,12,0-250,8.024,296.851,36.99538883,50,64,77.8,30.2,58.54, -   ,6069.696999999999,1000.807,0.0152649,0.004616876,-0.060711153,0.002513188,0.01371072,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2019-12-15,LATA,NO RETORNABLE,6,251-400,17.089000000000002,518.04,30.31423723,60,57,91.9,30.5,62.25, 1.60 ,7993.681,1253.4260000000004,-0.044898757000000004,-0.021667203,-0.117140177,-0.004539039,-0.026688068,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2018-02-25,LATA,NO RETORNABLE,6,251-400,1.6780000000000002,54.75,32.62812872,16,15,101.2,50.0,79.0, 0.04 ,4905.978,975.174,0.008826518,-0.004997755,0.062417365999999995,-0.02205543,0.004004112,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 3,2019-06-09,LATA,NO RETORNABLE,1,401-500,5.169,167.546,32.41361966,63,48,102.1,53.6,75.28, 3.84 ,8960.081,1103.1019999999999,0.003621299,0.015524078,-0.040782545,0.056878446,0.022095777999999996,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2019-04-07,LATA,NO RETORNABLE,4,401-500,50.081,1360.7160000000001,27.17030411,79,74,83.2,35.6,64.07, -   ,6699.226,1175.621,-0.013202387,0.060954355,-0.002201729,0.070916736,0.032706544,0,0,0,0,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-11-11,LATA,NO RETORNABLE,1,401-500,2.637,93.499,35.45657945,62,84,96.8,30.7,62.65, 12.89 ,5976.533,921.0319999999999,0.029458662000000007,0.008940638,-0.032751603,0.002713637,0.019697423000000002,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2019-12-22,LATA,NO RETORNABLE,1,501-750,0.013000000000000001,0.488,37.53846154,2,1,99.4,36.7,62.94, 1.10 ,8145.14,1042.384,-0.038510776000000004,-0.040120892000000005,-0.118604796,-0.011673781000000001,-0.013422934,0,1,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,501-750_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2018-11-25,BOTELLA,RETORNABLE,12,0-250,7.095,281.998,39.74601832,54,67,79.6,35.6,59.57, 1.70 ,5918.74,1041.022,0.019554573000000002,0.004760881,-0.045447651,0.015016256,0.012688173999999998,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2019-12-22,LATA,NO RETORNABLE,6,251-400,17.566,532.278,30.30160537,61,70,92.0,33.2,63.89, 1.09 ,8145.14,1018.3539999999999,-0.038510776000000004,-0.040120892000000005,-0.118604796,-0.011673781000000001,-0.013422934,0,1,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2018-03-04,LATA,NO RETORNABLE,6,251-400,1.464,48.456,33.09836066,18,18,100.9,48.2,77.62, 0.95 ,5996.408,1187.41,0.009743816,0.004486125,0.07037992700000001,-0.021983686000000002,0.003977177,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 3,2019-06-16,LATA,NO RETORNABLE,1,401-500,6.803999999999999,217.90200000000002,32.02557319,66,78,103.5,56.4,76.09, 12.85 ,9336.002,972.846,-0.000628659,0.011812975,-0.048929604,0.050571665,0.012461038999999998,0,0,0,0,1,1,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 3,2018-12-09,BOTELLA,RETORNABLE,12,0-250,4.211,157.252,37.3431489,36,37,95.4,26.3,62.54, -   ,7047.946999999999,862.7639999999999,-0.077687805,0.0038688570000000003,-0.056036135,0.023893988999999997,0.012233829,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2019-04-14,LATA,NO RETORNABLE,4,401-500,85.43799999999997,2253.717,26.37839135,81,84,86.8,33.8,66.55, -   ,7828.475,1228.106,-0.015981692,0.019323065,-0.05442353,0.061034932,0.029421118,0,0,0,0,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-11-18,LATA,NO RETORNABLE,1,401-500,3.162,110.60799999999999,34.98039216,62,82,92.6,32.5,65.71, -   ,6069.696999999999,841.562,0.0152649,0.004616876,-0.060711153,0.002513188,0.01371072,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2018-12-02,BOTELLA,RETORNABLE,12,0-250,8.094,320.06,39.54287126,51,66,77.8,33.8,59.27, -   ,6125.0819999999985,1026.558,-0.035397725,0.026323729,-0.03823624,0.020139976,0.009975338,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2019-12-29,LATA,NO RETORNABLE,6,251-400,32.876,1003.808,30.53315489,64,68,92.2,35.9,64.93, -   ,13210.323999999999,1828.1229999999998,-0.028833337999999997,-0.054825687000000005,-0.113850017,0.000605483,-0.000311161,1,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 6,2018-03-11,LATA,NO RETORNABLE,6,251-400,1.485,50.273,33.85387205,21,27,106.2,53.6,78.91, 7.69 ,5435.706,1088.703,0.012350848999999999,0.026203955,0.06692419,0.002334129,0.0038847359999999997,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
TOTAL AUTOS AREA 3,2018-12-16,BOTELLA,RETORNABLE,12,0-250,8.951,319.597,35.70517261,36,41,93.3,26.6,59.54, -   ,7748.099,970.3560000000001,-0.092856155,0.007888293000000001,-0.06928380599999999,0.025592406,0.012522469,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 5,2019-04-21,LATA,NO RETORNABLE,4,401-500,87.369,2322.2929999999997,26.58028591,77,84,85.0,37.4,66.91, -   ,12025.118999999999,1635.763,-0.006553765,-0.011310876000000001,-0.067398209,0.048903141,0.030637584,0,0,0,1,0,0,1.0646739859999999,0.076497199,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 4,2018-11-25,LATA,NO RETORNABLE,1,401-500,3.25,113.21,34.83384615,62,64,91.6,38.3,64.95, 19.97 ,5918.74,859.262,0.019554573000000002,0.004760881,-0.045447651,0.015016256,0.012688173999999998,0,0,0,0,0,0,1.0512002390000001,-0.019863996999999998,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2018-12-09,BOTELLA,RETORNABLE,12,0-250,15.067,553.124,36.71095772,53,67,72.4,32.0,55.84, -   ,7047.946999999999,1468.661,-0.077687805,0.0038688570000000003,-0.056036135,0.023893988999999997,0.012233829,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 2,2018-04-15,BOTELLA,RETORNABLE,1,0-250,0.013999999999999999,0.564,40.28571429,1,2,102.2,30.2,71.43, 0.31 ,6384.9119999999975,1657.412,-0.003973054,-0.01239244,0.05975538,-0.012094721000000001,-0.021239084,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 2,2019-05-12,BOTELLA,RETORNABLE,12,0-250,3.616,148.144,40.96902655,36,44,106.3,42.8,76.1, 3.35 ,7946.015,1920.78,-0.006032048000000001,0.041213886,-0.026566900000000004,0.072282627,0.027450207,0,0,0,0,0,0,1.067368735,0.05913808900000001,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 3,2018-12-23,BOTELLA,RETORNABLE,12,0-250,10.517999999999999,349.954,33.27191481,41,46,94.0,29.4,60.77, -   ,9559.144,1188.2069999999999,-0.08704299800000001,-0.034682054,-0.066316412,0.030977576,0.014335714,0,1,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 4,2018-12-02,LATA,NO RETORNABLE,1,401-500,3.1260000000000003,109.13600000000001,34.91234805,62,80,93.0,32.8,65.9, 0.21 ,6125.0819999999985,691.039,-0.035397725,0.026323729,-0.03823624,0.020139976,0.009975338,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 5,2018-12-16,BOTELLA,RETORNABLE,12,0-250,19.014,694.654,36.53381719,56,67,72.4,19.4,53.7, -   ,7748.099,1398.8010000000006,-0.092856155,0.007888293000000001,-0.06928380599999999,0.025592406,0.012522469,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 2,2019-05-19,BOTELLA,RETORNABLE,12,0-250,3.9739999999999998,161.971,40.75767489,33,39,109.9,41.0,80.07, 29.48 ,7513.475,1951.325,0.0021077789999999997,0.034351734,-0.026601213999999998,0.070977616,0.026130797999999997,0,0,0,0,0,0,1.067368735,0.05913808900000001,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 4,2018-12-30,BOTELLA,RETORNABLE,1,251-400,0.001,0.049,49.0,1,0,91.5,32.2,63.64, 0.06 ,12713.418,1815.715,-0.074214285,-0.029883395,-0.039665692,0.035433402999999995,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 3,2018-12-30,BOTELLA,RETORNABLE,12,0-250,9.32,312.62,33.54291845,42,48,98.1,37.4,62.58, 0.65 ,12713.418,1460.1760000000006,-0.074214285,-0.029883395,-0.039665692,0.035433402999999995,0.016322349,1,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 4,2018-12-09,LATA,NO RETORNABLE,1,401-500,3.3169999999999997,115.535,34.83117275,64,81,90.5,27.6,62.61, 0.18 ,7047.946999999999,1088.735,-0.077687805,0.0038688570000000003,-0.056036135,0.023893988999999997,0.012233829,0,0,0,0,0,0,1.053894988,-0.045630167,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
TOTAL AUTOS AREA 2,2019-05-26,BOTELLA,RETORNABLE,12,0-250,3.667,150.88299999999995,41.14616853,35,42,104.4,47.9,80.59, 1.54 ,6892.71,1898.46,0.002519461,0.040089355,-0.030016881000000002,0.074443466,0.029076314,0,0,0,0,0,0,1.067368735,0.05913808900000001,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 5,2018-10-07,LATA,NO RETORNABLE,4,401-500,17.406,560.942,32.22693324,80,75,74.2,48.2,63.12, 2.56 ,5307.566,848.602,0.033955063,0.007969313,-0.020626988,-0.0008388860000000001,0.032953056,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2019-01-06,BOTELLA,RETORNABLE,12,0-250,4.2780000000000005,149.446,34.93361384,38,42,94.2,32.0,63.99, 0.03 ,9080.44,946.398,-0.042686392999999996,0.030311571000000002,0.016361017,0.042330665999999996,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 2,2019-06-02,BOTELLA,RETORNABLE,12,0-250,3.73,156.306,41.90509383,36,46,111.2,51.8,81.06, 21.97 ,6887.6669999999995,1965.9679999999998,-0.004379339,0.035864692000000004,-0.076353763,0.07296865400000001,0.028821713,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
TOTAL AUTOS AREA 5,2018-10-14,LATA,NO RETORNABLE,4,401-500,34.781,1043.122,29.99114459,78,76,76.0,44.6,62.65, 1.17 ,5746.099,933.112,0.022791357999999998,0.001877652,-0.034079733,-0.007986171,0.024411274,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
TOTAL AUTOS AREA 3,2019-01-13,BOTELLA,RETORNABLE,12,0-250,2.699,97.625,36.170804,34,42,99.4,41.0,64.5, 0.06 ,4830.403,480.24800000000016,-0.0035609490000000008,0.076851634,0.043694615,0.050251950999999996,0.010475236,0,0,0,0,0,0,1.056589738,-0.046198099000000006,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
TOTAL AUTOS AREA 2,2019-06-09,BOTELLA,RETORNABLE,12,0-250,4.0089999999999995,164.238,40.96732352,34,43,111.2,51.0,80.29, 5.49 ,8960.081,2000.02,0.003621299,0.015524078,-0.040782545,0.056878446,0.022095777999999996,0,0,0,0,0,0,1.070063485,0.033881833,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
