,REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
6207,TOTAL AUTOS AREA 2,06/18/17,LATA,NO RETORNABLE,4,401-500,9.118,275.829,30.2510419,16,15,113.0,48.2,83.56, 5.06 ,8367.795,3036.307,-0.030947865,-0.020463736,-0.039255231,-0.1232087819999999,-0.025516147,0,0,0,0,0,0,1.005389499,0.033881833,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6208,TOTAL AUTOS AREA 2,06/25/17,LATA,NO RETORNABLE,4,401-500,6.843,207.542,30.32909543,16,16,109.4,48.2,79.76, 29.71 ,6554.0480000000025,1795.151,-0.028510467,0.01450486,-0.011561891,-0.086787226,-0.024542421,0,0,0,0,0,0,1.005389499,0.033881833,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6209,TOTAL AUTOS AREA 2,07/02/17,LATA,NO RETORNABLE,4,401-500,3.981,129.02200000000002,32.40944486,14,15,108.0,51.4,80.04, 15.12 ,6275.57,1979.76,0.0161935619999999,0.011938993,0.0537492679999999,-0.063858434,-0.032190665,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6210,TOTAL AUTOS AREA 2,07/09/17,LATA,NO RETORNABLE,4,401-500,2.297,77.506,33.74227253,14,14,106.2,50.2,77.66, 26.08 ,5364.089,1711.951,0.022288983,0.040941265,0.051513605,-0.059585577,-0.026316815,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6211,TOTAL AUTOS AREA 2,07/16/17,LATA,NO RETORNABLE,4,401-500,2.764,93.148,33.70043415,13,14,109.4,50.2,78.57, 20.00 ,6043.7019999999975,1774.806,0.005253481,0.039740758,0.0539169859999999,-0.064814081,-0.02677562,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6212,TOTAL AUTOS AREA 2,07/23/17,LATA,NO RETORNABLE,4,401-500,3.375,113.842,33.73096296,13,14,111.2,50.1,79.61, 15.00 ,5619.656999999997,1790.704,-0.007523941,0.0359580429999999,0.046729558,-0.069232797,-0.026760706,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6213,TOTAL AUTOS AREA 2,07/30/17,LATA,NO RETORNABLE,4,401-500,2.776,93.375,33.63652738,11,11,112.1,50.0,80.45, 9.63 ,6480.325,2296.74,-0.022057819,0.009657965,0.069087545,-0.05713056,-0.027367532,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6214,TOTAL AUTOS AREA 2,08/06/17,LATA,NO RETORNABLE,4,401-500,3.105,104.185,33.55394525,14,19,109.0,50.2,79.8, 21.93 ,7082.696,1857.6,-0.03391557,0.0236773279999999,0.046592142,-0.074602417,-0.028344515,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6215,TOTAL AUTOS AREA 2,08/13/17,LATA,NO RETORNABLE,4,401-500,4.936,164.35,33.29619125,19,23,110.1,50.0,80.29, 20.98 ,5637.813,1697.448,-0.032367294,0.032147003,0.036914247,-0.071436326,-0.025868004,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6216,TOTAL AUTOS AREA 2,08/20/17,LATA,NO RETORNABLE,4,401-500,4.007,135.18,33.73596207,20,22,107.2,50.0,78.7, 11.98 ,5450.471,1673.6,-0.034297355,0.0349170139999999,0.038273595,-0.07118983,-0.02149906,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6217,TOTAL AUTOS AREA 2,08/27/17,LATA,NO RETORNABLE,4,401-500,3.485,117.309,33.66111908,20,22,106.2,48.2,76.86, 10.24 ,5295.672,1607.359,-0.039231138,0.035660722,0.03969804,-0.068041088,-0.01859103,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6218,TOTAL AUTOS AREA 2,09/03/17,LATA,NO RETORNABLE,4,401-500,2.66,89.17299999999999,33.52368421,19,21,104.4,48.2,74.35, 23.48 ,4993.7170000000015,1525.661,-0.014533788,0.036668987,0.059320632,-0.040887941,-0.020780239,0,0,0,0,0,0,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6219,TOTAL AUTOS AREA 2,09/10/17,LATA,NO RETORNABLE,4,401-500,2.316,77.816,33.59930915,18,20,110.5,42.8,75.68, 0.72 ,4949.108,1329.678,-0.025097552,0.024237915,0.059376211,-0.041053478,-0.020060151,0,0,0,0,0,0,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6220,TOTAL AUTOS AREA 2,09/17/17,LATA,NO RETORNABLE,4,401-500,3.199,107.815,33.7027196,20,19,103.6,51.8,78.71, 5.74 ,6993.929,1989.18,-0.020711923,0.02091074,0.080263911,-0.021849736,-0.0239696329999999,0,0,0,0,0,1,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6221,TOTAL AUTOS AREA 2,09/24/17,LATA,NO RETORNABLE,4,401-500,3.02,101.785,33.70364238,20,21,99.5,51.0,74.85, 43.15 ,4690.5790000000015,1452.446,-0.015879702,0.043000828,0.069170699,-0.00540582,-0.0013841029999999,0,0,0,0,0,0,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6222,TOTAL AUTOS AREA 2,10/01/17,LATA,NO RETORNABLE,4,401-500,3.02,101.733,33.68642384,20,20,95.9,45.9,74.47, 19.40 ,5065.145,1434.37,0.005353809,0.039883485,0.073428517,-0.0021429229999999,-0.00515204,0,0,0,0,0,0,1.016168496,-0.06891731,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6223,TOTAL AUTOS AREA 2,10/08/17,LATA,NO RETORNABLE,4,401-500,2.651,89.33,33.69671822,21,20,99.3,41.0,72.37, 7.44 ,4758.361,1385.453,0.025069127,0.0360292689999999,0.070955811,-0.001556984,-0.002589702,0,0,0,0,0,0,1.016168496,-0.06891731,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6224,TOTAL AUTOS AREA 2,10/15/17,LATA,NO RETORNABLE,4,401-500,2.955,99.667,33.72825719,22,20,95.5,39.2,70.2, 1.37 ,5178.452,1453.114,0.0246814479999999,0.026142579,0.088908791,-0.001145999,-0.007862494,0,0,0,0,0,0,1.016168496,-0.06891731,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6225,TOTAL AUTOS AREA 2,10/22/17,LATA,NO RETORNABLE,4,401-500,3.029,101.971,33.66490591,24,20,93.7,32.0,66.54, 1.90 ,5024.094,1546.29,0.025425384,0.030994275,0.108193308,-0.001400009,-0.001004678,0,0,0,0,0,0,1.016168496,-0.06891731,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6226,TOTAL AUTOS AREA 2,10/29/17,LATA,NO RETORNABLE,4,401-500,3.018,101.704,33.699138500000004,26,21,95.9,35.4,68.63, 0.49 ,4490.529,1372.297,0.016921611,0.041367802,0.111479584,-0.00829538,-0.000545238,0,0,0,0,0,0,1.016168496,-0.06891731,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6227,TOTAL AUTOS AREA 2,11/05/17,LATA,NO RETORNABLE,4,401-500,3.884,130.731,33.65885685,27,23,96.8,33.8,67.21, 1.49 ,5419.839,1517.632,-0.01293773,0.028892412,0.097759651,-0.011948044,-0.002366091,0,0,1,0,0,0,1.018863246,-0.0198639969999999,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6228,TOTAL AUTOS AREA 2,11/12/17,LATA,NO RETORNABLE,4,401-500,2.978,100.424,33.72196105,25,26,95.0,33.8,68.0, 4.09 ,5193.939,1257.307,-0.010907438,0.037658135,0.091254064,-0.004259046,0.000193117,0,0,0,0,0,0,1.018863246,-0.0198639969999999,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6229,TOTAL AUTOS AREA 2,11/19/17,LATA,NO RETORNABLE,4,401-500,3.4360000000000004,115.696,33.67171129,27,20,92.0,23.0,60.73, 0.71 ,6320.39,2136.343,-0.0245524229999999,0.0226288389999999,0.098922348,-0.010230483,0.0001814459999999,0,0,0,0,0,0,1.018863246,-0.0198639969999999,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6230,TOTAL AUTOS AREA 2,11/26/17,LATA,NO RETORNABLE,4,401-500,3.004,101.307,33.72403462,25,23,88.2,26.6,62.97, 0.10 ,5117.265,1500.295,-0.011647776,0.029857861,0.09254343,0.002540893,0.003520032,0,0,0,0,0,0,1.018863246,-0.0198639969999999,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6231,TOTAL AUTOS AREA 2,12/03/17,LATA,NO RETORNABLE,4,401-500,3.247,109.538,33.73514013,24,21,92.2,10.4,56.91, 7.79 ,4876.49,1514.655,0.026054771,0.0194170839999999,0.090241314,0.002165803,0.001391699,0,0,0,0,0,0,1.021557995,-0.045630167,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6232,TOTAL AUTOS AREA 2,12/10/17,LATA,NO RETORNABLE,4,401-500,2.742,91.225,33.26951131,25,22,85.1,18.4,53.11, 4.49 ,5170.987,1461.259,0.026532266,-0.009929225,0.086629868,0.007033386,0.002087244,0,0,0,0,0,0,1.021557995,-0.045630167,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6233,TOTAL AUTOS AREA 2,12/17/17,LATA,NO RETORNABLE,4,401-500,3.069,103.546,33.73932877,24,23,89.6,21.5,61.13, 0.96 ,5799.852,1507.96,-0.01442813,-0.018385198,0.097051855,0.002432713,0.004450921,0,0,0,0,0,0,1.021557995,-0.045630167,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6234,TOTAL AUTOS AREA 2,12/24/17,LATA,NO RETORNABLE,4,401-500,5.761,194.55900000000003,33.77174102,27,25,87.7,26.0,57.53, 2.33 ,11696.869,3496.761,-0.03218275,-0.041899452,0.1074972459999999,-0.006524523,0.00516916,0,1,0,0,0,0,1.021557995,-0.045630167,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6235,TOTAL AUTOS AREA 2,12/31/17,LATA,NO RETORNABLE,4,401-500,7.935,267.74,33.74165091,27,26,85.9,24.2,52.76, 3.18 ,11734.345,3697.936,-0.030714676,-0.031828214,0.108681929,0.019682495,0.006138436,1,0,0,0,0,0,1.021557995,-0.045630167,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6236,TOTAL AUTOS AREA 2,04/02/17,LATA,NO RETORNABLE,6,251-400,2.309,72.589,31.437418800000003,9,10,100.4,32.0,70.54, 1.68 ,5794.252,1490.674,0.0335502639999999,-0.0860504159999999,0.039551179,-0.085501988,-0.042137279,0,0,0,0,0,0,1.0,0.076497199,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6237,TOTAL AUTOS AREA 2,04/09/17,LATA,NO RETORNABLE,6,251-400,5.072,132.945,26.21155363,8,9,99.3,38.1,73.15, 9.34 ,6727.83,1896.675,0.001222063,-0.116417568,0.028168837,-0.129738426,-0.0419823509999999,0,0,0,1,0,0,1.0,0.076497199,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6238,TOTAL AUTOS AREA 2,04/16/17,LATA,NO RETORNABLE,6,251-400,5.791,154.421,26.66568814,6,6,103.6,39.2,73.0, 10.69 ,11863.178999999998,3296.44,-0.002580788,-0.156906467,0.0421280309999999,-0.139556899,-0.039994686,0,0,0,0,0,0,1.0,0.076497199,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6239,TOTAL AUTOS AREA 2,04/23/17,LATA,NO RETORNABLE,6,251-400,1.11,31.599,28.46756757,4,4,110.5,40.2,76.05, 1.77 ,5754.861,1652.91,0.015870695,-0.045538848,0.0696819009999999,-0.076579275,-0.038631461,0,0,0,0,0,0,1.0,0.076497199,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6240,TOTAL AUTOS AREA 2,04/30/17,LATA,NO RETORNABLE,6,251-400,0.4579999999999999,14.318,31.26200873,3,2,109.4,34.5,73.78, 2.03 ,6704.002,2141.961,0.021198506,-0.046487537,0.085272039,-0.07359272,-0.040164045,0,0,0,0,0,0,1.0,0.076497199,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6241,TOTAL AUTOS AREA 2,05/07/17,LATA,NO RETORNABLE,6,251-400,0.362,12.029000000000002,33.22928177,3,2,102.7,42.5,76.11, 5.61 ,6915.854,2061.7870000000007,0.0192653089999999,-0.061778354,0.012649209,-0.067084796,-0.043099422,0,0,0,0,0,0,1.002694749,0.059138089,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6242,TOTAL AUTOS AREA 2,05/14/17,LATA,NO RETORNABLE,6,251-400,0.288,8.747,30.37152778,2,2,108.0,43.3,79.5, 1.57 ,6993.486,2238.137,0.003360793,-0.054106809,-0.017102334,-0.067542179,-0.047820204,0,0,0,0,0,0,1.002694749,0.059138089,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6243,TOTAL AUTOS AREA 2,05/21/17,LATA,NO RETORNABLE,6,251-400,0.324,9.583,29.57716049,1,1,109.4,48.2,79.89, 15.12 ,6649.686,1898.611,0.006536619,-0.027695415,-0.004232402,-0.0609671029999999,-0.033628346,0,0,0,0,0,0,1.002694749,0.059138089,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6244,TOTAL AUTOS AREA 2,05/28/17,LATA,NO RETORNABLE,6,251-400,0.281,8.437999999999999,30.02846975,2,1,105.3,48.2,77.54, 18.07 ,6841.236999999999,2405.019,-0.003367729,-0.028605545,-0.026903245,-0.062952245,-0.0333247839999999,0,0,0,0,0,0,1.002694749,0.059138089,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6245,TOTAL AUTOS AREA 2,06/04/17,LATA,NO RETORNABLE,6,251-400,0.251,7.491,29.84462151,1,0,104.0,50.7,79.92, 5.03 ,6312.83,2093.154,-0.0087981669999999,-0.032036243,-0.012733776,-0.059666194,-0.029548578,0,0,0,0,0,0,1.005389499,0.033881833,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6246,TOTAL AUTOS AREA 2,06/11/17,LATA,NO RETORNABLE,6,251-400,1.706,49.011,28.72860492,4,4,112.1,52.1,82.24, 4.36 ,6087.104,1918.383,-0.0256247529999999,-0.011050328,-0.009489155,-0.0590668809999999,-0.026233427,0,0,0,0,1,0,1.005389499,0.033881833,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6247,TOTAL AUTOS AREA 2,06/18/17,LATA,NO RETORNABLE,6,251-400,4.134,116.255,28.12167392,3,3,113.0,48.2,83.56, 5.06 ,8367.795,3036.307,-0.030947865,-0.020463736,-0.039255231,-0.1232087819999999,-0.025516147,0,0,0,0,0,0,1.005389499,0.033881833,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6248,TOTAL AUTOS AREA 2,06/25/17,LATA,NO RETORNABLE,6,251-400,0.285,8.579,30.10175439,2,2,109.4,48.2,79.76, 29.71 ,6554.0480000000025,1795.151,-0.028510467,0.01450486,-0.011561891,-0.086787226,-0.024542421,0,0,0,0,0,0,1.005389499,0.033881833,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6249,TOTAL AUTOS AREA 2,07/02/17,LATA,NO RETORNABLE,6,251-400,0.083,2.629,31.6746988,1,1,108.0,51.4,80.04, 15.12 ,6275.57,1979.76,0.0161935619999999,0.011938993,0.0537492679999999,-0.063858434,-0.032190665,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6250,TOTAL AUTOS AREA 2,07/09/17,LATA,NO RETORNABLE,6,251-400,0.055,1.788,32.50909091,1,1,106.2,50.2,77.66, 26.08 ,5364.089,1711.951,0.022288983,0.040941265,0.051513605,-0.059585577,-0.026316815,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6251,TOTAL AUTOS AREA 2,07/16/17,LATA,NO RETORNABLE,6,251-400,2.273,69.325,30.49934008,2,2,109.4,50.2,78.57, 20.00 ,6043.7019999999975,1774.806,0.005253481,0.039740758,0.0539169859999999,-0.064814081,-0.02677562,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6252,TOTAL AUTOS AREA 2,07/23/17,LATA,NO RETORNABLE,6,251-400,2.922,88.40299999999998,30.25427789,2,2,111.2,50.1,79.61, 15.00 ,5619.656999999997,1790.704,-0.007523941,0.0359580429999999,0.046729558,-0.069232797,-0.026760706,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6253,TOTAL AUTOS AREA 2,07/30/17,LATA,NO RETORNABLE,6,251-400,1.157,35.219,30.43993086,1,1,112.1,50.0,80.45, 9.63 ,6480.325,2296.74,-0.022057819,0.009657965,0.069087545,-0.05713056,-0.027367532,0,0,0,0,0,0,1.008084248,0.038618211,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6254,TOTAL AUTOS AREA 2,08/06/17,LATA,NO RETORNABLE,6,251-400,0.162,5.242999999999999,32.36419753,1,1,109.0,50.2,79.8, 21.93 ,7082.696,1857.6,-0.03391557,0.0236773279999999,0.046592142,-0.074602417,-0.028344515,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6255,TOTAL AUTOS AREA 2,08/13/17,LATA,NO RETORNABLE,6,251-400,0.03,0.973,32.43333333,1,0,110.1,50.0,80.29, 20.98 ,5637.813,1697.448,-0.032367294,0.032147003,0.036914247,-0.071436326,-0.025868004,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6256,TOTAL AUTOS AREA 2,08/20/17,LATA,NO RETORNABLE,6,251-400,2.188,66.568,30.42413163,2,3,107.2,50.0,78.7, 11.98 ,5450.471,1673.6,-0.034297355,0.0349170139999999,0.038273595,-0.07118983,-0.02149906,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6257,TOTAL AUTOS AREA 2,08/27/17,LATA,NO RETORNABLE,6,251-400,0.607,19.111,31.48434926,2,3,106.2,48.2,76.86, 10.24 ,5295.672,1607.359,-0.039231138,0.035660722,0.03969804,-0.068041088,-0.01859103,0,0,0,0,0,0,1.010778998,0.008025792,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6258,TOTAL AUTOS AREA 2,09/03/17,LATA,NO RETORNABLE,6,251-400,4.7410000000000005,144.496,30.47795824,3,3,104.4,48.2,74.35, 23.48 ,4993.7170000000015,1525.661,-0.014533788,0.036668987,0.059320632,-0.040887941,-0.020780239,0,0,0,0,0,0,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6259,TOTAL AUTOS AREA 2,09/10/17,LATA,NO RETORNABLE,6,251-400,1.4680000000000002,45.92100000000001,31.28133515,3,4,110.5,42.8,75.68, 0.72 ,4949.108,1329.678,-0.025097552,0.024237915,0.059376211,-0.041053478,-0.020060151,0,0,0,0,0,0,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6260,TOTAL AUTOS AREA 2,09/17/17,LATA,NO RETORNABLE,6,251-400,3.819,117.228,30.69599372,5,5,103.6,51.8,78.71, 5.74 ,6993.929,1989.18,-0.020711923,0.02091074,0.080263911,-0.021849736,-0.0239696329999999,0,0,0,0,0,1,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6261,TOTAL AUTOS AREA 2,09/24/17,LATA,NO RETORNABLE,6,251-400,3.5380000000000003,106.403,30.07433578,5,5,99.5,51.0,74.85, 43.15 ,4690.5790000000015,1452.446,-0.015879702,0.043000828,0.069170699,-0.00540582,-0.0013841029999999,0,0,0,0,0,0,1.013473747,-0.021619771,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6262,TOTAL AUTOS AREA 2,10/01/17,LATA,NO RETORNABLE,6,251-400,1.93,62.162,32.20829016,6,6,95.9,45.9,74.47, 19.40 ,5065.145,1434.37,0.005353809,0.039883485,0.073428517,-0.0021429229999999,-0.00515204,0,0,0,0,0,0,1.016168496,-0.06891731,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
6263,TOTAL AUTOS AREA 2,10/08/17,LATA,NO RETORNABLE,6,251-400,1.444,48.05,33.27562327,6,6,99.3,41.0,72.37, 7.44 ,4758.361,1385.453,0.025069127,0.0360292689999999,0.070955811,-0.001556984,-0.002589702,0,0,0,0,0,0,1.016168496,-0.06891731,2017,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
